?wdx_Source	?sourceName	?intxnLabel	?intxnType	?wdx_Target	?targetName
<http://www.wikidata.org/entity/Q14625879>	"Clogmia tristis"^^<http://www.w3.org/2001/XMLSchema#string>	"interactsWith"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002437>	<http://www.wikidata.org/entity/Q156907>	"Fraxinus excelsior"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q14629323>	"Parlatoria proteus"^^<http://www.w3.org/2001/XMLSchema#string>	"interactsWith"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002437>	<http://www.wikidata.org/entity/Q1535705>	"Dypsis lutescens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q14642883>	"Mesophleps palpigera"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002454>	<http://www.wikidata.org/entity/Q909828>	"Shorea robusta"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q14644466>	"Apiomorpha pileata"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002454>	<http://www.wikidata.org/entity/Q2664982>	"Eucalyptus radiata"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q14645167>	"Myzinum maculatum"^^<http://www.w3.org/2001/XMLSchema#string>	"interactsWith"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002437>	<http://www.wikidata.org/entity/Q15555059>	"Persea humilis"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q1464571>	"Epomophorus wahlbergi"^^<http://www.w3.org/2001/XMLSchema#string>	"eats"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002470>	<http://www.wikidata.org/entity/Q15400052>	"Asteranthe asterias"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q1464571>	"Epomophorus wahlbergi"^^<http://www.w3.org/2001/XMLSchema#string>	"eats"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002470>	<http://www.wikidata.org/entity/Q15582461>	"Ellipanthus hemandradenioides"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q1464571>	"Epomophorus wahlbergi"^^<http://www.w3.org/2001/XMLSchema#string>	"eats"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002470>	<http://www.wikidata.org/entity/Q3018022>	"Milicia excelsa"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q14647043>	"Fiorinia fioriniae"^^<http://www.w3.org/2001/XMLSchema#string>	"interactsWith"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002437>	<http://www.wikidata.org/entity/Q1535705>	"Dypsis lutescens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q14660244>	"Megalybus crassus"^^<http://www.w3.org/2001/XMLSchema#string>	"pollinates"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002455>	<http://www.wikidata.org/entity/Q1072851>	"Eucryphia cordifolia"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q14666308>	"Physiphora azurea"^^<http://www.w3.org/2001/XMLSchema#string>	"pollinates"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002455>	<http://www.wikidata.org/entity/Q144309>	"Roscheria melanochaetes"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q14666308>	"Physiphora azurea"^^<http://www.w3.org/2001/XMLSchema#string>	"pollinates"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002455>	<http://www.wikidata.org/entity/Q5459494>	"Mimusops sechellarum"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q14674707>	"Dasyomma caeruleum"^^<http://www.w3.org/2001/XMLSchema#string>	"pollinates"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002455>	<http://www.wikidata.org/entity/Q1072851>	"Eucryphia cordifolia"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q14677024>	"Lepidanthrax tinctus"^^<http://www.w3.org/2001/XMLSchema#string>	"mutualistOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002442>	<http://www.wikidata.org/entity/Q5226078>	"Darwiniothamnus tenuifolius"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q14677024>	"Lepidanthrax tinctus"^^<http://www.w3.org/2001/XMLSchema#string>	"pollinates"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002455>	<http://www.wikidata.org/entity/Q5226078>	"Darwiniothamnus tenuifolius"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q14677024>	"Lepidanthrax tinctus"^^<http://www.w3.org/2001/XMLSchema#string>	"visitsFlowersOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002622>	<http://www.wikidata.org/entity/Q5226078>	"Darwiniothamnus tenuifolius"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q14686182>	"Telmatoscopus tristis"^^<http://www.w3.org/2001/XMLSchema#string>	"interactsWith"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002437>	<http://www.wikidata.org/entity/Q156907>	"Fraxinus excelsior"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q14699234>	"Trichophthalma eximia"^^<http://www.w3.org/2001/XMLSchema#string>	"visitsFlowersOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002622>	<http://www.wikidata.org/entity/Q1072851>	"Eucryphia cordifolia"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q14699235>	"Trichophthalma commutata"^^<http://www.w3.org/2001/XMLSchema#string>	"pollinates"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002455>	<http://www.wikidata.org/entity/Q1072851>	"Eucryphia cordifolia"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q14699236>	"Trichophthalma barbarossa"^^<http://www.w3.org/2001/XMLSchema#string>	"pollinates"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002455>	<http://www.wikidata.org/entity/Q1072851>	"Eucryphia cordifolia"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q14714993>	"Stenoderus suturalis"^^<http://www.w3.org/2001/XMLSchema#string>	"visitsFlowersOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002622>	<http://www.wikidata.org/entity/Q4564065>	"Angophora hispida"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q14716547>	"Neophyllomyza approximatonervis"^^<http://www.w3.org/2001/XMLSchema#string>	"mutualistOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002442>	<http://www.wikidata.org/entity/Q144309>	"Roscheria melanochaetes"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q14716547>	"Neophyllomyza approximatonervis"^^<http://www.w3.org/2001/XMLSchema#string>	"pollinates"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002455>	<http://www.wikidata.org/entity/Q144309>	"Roscheria melanochaetes"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q14723744>	"Typocerus zebra"^^<http://www.w3.org/2001/XMLSchema#string>	"interactsWith"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002437>	<http://www.wikidata.org/entity/Q881972>	"Sarracenia alata"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q14727831>	"Ceratitis ditissima"^^<http://www.w3.org/2001/XMLSchema#string>	"eats"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002470>	<http://www.wikidata.org/entity/Q81735476>	"Gambeya albida"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q1472961>	"Tingidae"^^<http://www.w3.org/2001/XMLSchema#string>	"adjacentTo"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002220>	<http://www.wikidata.org/entity/Q920344>	"Zelkova serrata"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q147300>	"Aureobasidium pullulans"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002454>	<http://www.wikidata.org/entity/Q147388>	"Cryptomeria japonica"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q147300>	"Aureobasidium pullulans"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002454>	<http://www.wikidata.org/entity/Q156907>	"Fraxinus excelsior"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q147300>	"Aureobasidium pullulans"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002454>	<http://www.wikidata.org/entity/Q261309>	"Pinus monticola"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q147300>	"Aureobasidium pullulans"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002454>	<http://www.wikidata.org/entity/Q36071>	"Pistacia vera"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q147300>	"Aureobasidium pullulans"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002454>	<http://www.wikidata.org/entity/Q4529688>	"Eucalyptus stellulata"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q147300>	"Aureobasidium pullulans"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002454>	<http://www.wikidata.org/entity/Q482510>	"Eucalyptus grandis"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q147300>	"Aureobasidium pullulans"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002454>	<http://www.wikidata.org/entity/Q917187>	"Chamaecyparis obtusa"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q147358>	"Penicillium expansum"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002454>	<http://www.wikidata.org/entity/Q36071>	"Pistacia vera"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q14736275>	"Peleteria filipalpis"^^<http://www.w3.org/2001/XMLSchema#string>	"pollinates"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002455>	<http://www.wikidata.org/entity/Q1072851>	"Eucryphia cordifolia"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q147388>	"Cryptomeria japonica"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002454>	<http://www.wikidata.org/entity/Q2066891>	"Phoma"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q147388>	"no name"^^<http://www.w3.org/2001/XMLSchema#string>	"interactsWith"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002437>	<http://www.wikidata.org/entity/Q10574013>	"no name"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q147388>	"no name"^^<http://www.w3.org/2001/XMLSchema#string>	"interactsWith"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002437>	<http://www.wikidata.org/entity/Q10630905>	"no name"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q147388>	"no name"^^<http://www.w3.org/2001/XMLSchema#string>	"interactsWith"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002437>	<http://www.wikidata.org/entity/Q3842182>	"no name"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q147388>	"no name"^^<http://www.w3.org/2001/XMLSchema#string>	"interactsWith"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002437>	<http://www.wikidata.org/entity/Q4115565>	"no name"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q147388>	"no name"^^<http://www.w3.org/2001/XMLSchema#string>	"interactsWith"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002437>	<http://www.wikidata.org/entity/Q7289069>	"no name"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q147417>	"no name"^^<http://www.w3.org/2001/XMLSchema#string>	"interactsWith"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002437>	<http://www.wikidata.org/entity/Q161360>	"no name"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q147417>	"no name"^^<http://www.w3.org/2001/XMLSchema#string>	"interactsWith"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002437>	<http://www.wikidata.org/entity/Q2065540>	"no name"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q147417>	"no name"^^<http://www.w3.org/2001/XMLSchema#string>	"interactsWith"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002437>	<http://www.wikidata.org/entity/Q261309>	"no name"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q147426>	"no name"^^<http://www.w3.org/2001/XMLSchema#string>	"interactsWith"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002437>	<http://www.wikidata.org/entity/Q161360>	"no name"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q147426>	"no name"^^<http://www.w3.org/2001/XMLSchema#string>	"interactsWith"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002437>	<http://www.wikidata.org/entity/Q261309>	"no name"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q14742958>	"Scaptia horrens"^^<http://www.w3.org/2001/XMLSchema#string>	"pollinates"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002455>	<http://www.wikidata.org/entity/Q1072851>	"Eucryphia cordifolia"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q14743032>	"Neavella albipectus"^^<http://www.w3.org/2001/XMLSchema#string>	"eats"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002470>	<http://www.wikidata.org/entity/Q144309>	"Roscheria melanochaetes"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q14743032>	"Neavella albipectus"^^<http://www.w3.org/2001/XMLSchema#string>	"eats"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002470>	<http://www.wikidata.org/entity/Q5459494>	"Mimusops sechellarum"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q14743032>	"Neavella albipectus"^^<http://www.w3.org/2001/XMLSchema#string>	"mutualistOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002442>	<http://www.wikidata.org/entity/Q144309>	"Roscheria melanochaetes"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q14743032>	"Neavella albipectus"^^<http://www.w3.org/2001/XMLSchema#string>	"pollinates"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002455>	<http://www.wikidata.org/entity/Q144309>	"Roscheria melanochaetes"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q14743032>	"Neavella albipectus"^^<http://www.w3.org/2001/XMLSchema#string>	"pollinates"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002455>	<http://www.wikidata.org/entity/Q5459494>	"Mimusops sechellarum"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q147434>	"no name"^^<http://www.w3.org/2001/XMLSchema#string>	"interactsWith"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002437>	<http://www.wikidata.org/entity/Q1581524>	"no name"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q147434>	"no name"^^<http://www.w3.org/2001/XMLSchema#string>	"interactsWith"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002437>	<http://www.wikidata.org/entity/Q161360>	"no name"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q147434>	"no name"^^<http://www.w3.org/2001/XMLSchema#string>	"interactsWith"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002437>	<http://www.wikidata.org/entity/Q2065540>	"no name"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q147434>	"no name"^^<http://www.w3.org/2001/XMLSchema#string>	"interactsWith"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002437>	<http://www.wikidata.org/entity/Q261309>	"no name"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q14743440>	"Dasybasis meridiana"^^<http://www.w3.org/2001/XMLSchema#string>	"pollinates"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002455>	<http://www.wikidata.org/entity/Q1072851>	"Eucryphia cordifolia"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q147468>	"no name"^^<http://www.w3.org/2001/XMLSchema#string>	"interactsWith"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002437>	<http://www.wikidata.org/entity/Q1137143>	"no name"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q147468>	"Thuja occidentalis"^^<http://www.w3.org/2001/XMLSchema#string>	"interactsWith"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002437>	<http://www.wikidata.org/entity/Q1137143>	"Tsuga canadensis"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q147525>	"Quercus rubra"^^<http://www.w3.org/2001/XMLSchema#string>	"interactsWith"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002437>	<http://www.wikidata.org/entity/Q1137143>	"Tsuga canadensis"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q1475268>	"no name"^^<http://www.w3.org/2001/XMLSchema#string>	"interactsWith"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002437>	<http://www.wikidata.org/entity/Q482510>	"no name"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q147707>	"Solanum dulcamara"^^<http://www.w3.org/2001/XMLSchema#string>	"interactsWith"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002437>	<http://www.wikidata.org/entity/Q156907>	"Fraxinus excelsior"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q147724>	"Lithocarpus densiflorus"^^<http://www.w3.org/2001/XMLSchema#string>	"interactsWith"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002437>	<http://www.wikidata.org/entity/Q1137001>	"Pinus coulteri"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q14800502>	"Uvularia puberula"^^<http://www.w3.org/2001/XMLSchema#string>	"interactsWith"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002437>	<http://www.wikidata.org/entity/Q1137143>	"Tsuga canadensis"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q14833110>	"Eryphus laetus"^^<http://www.w3.org/2001/XMLSchema#string>	"pollinates"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002455>	<http://www.wikidata.org/entity/Q1072851>	"Eucryphia cordifolia"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q14840310>	"Goniozus"^^<http://www.w3.org/2001/XMLSchema#string>	"visitsFlowersOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002622>	<http://www.wikidata.org/entity/Q5226078>	"Darwiniothamnus tenuifolius"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q14846361>	"Amphirhoe sloanei"^^<http://www.w3.org/2001/XMLSchema#string>	"visitsFlowersOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002622>	<http://www.wikidata.org/entity/Q4564065>	"Angophora hispida"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q148703>	"bacillus megaterium"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002454>	<http://www.wikidata.org/entity/Q1021916>	"zenia insignis"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q14876410>	"Bisallardiana gymnopleura"^^<http://www.w3.org/2001/XMLSchema#string>	"visitsFlowersOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002622>	<http://www.wikidata.org/entity/Q3917215>	"Angophora floribunda"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q14876410>	"Bisallardiana gymnopleura"^^<http://www.w3.org/2001/XMLSchema#string>	"visitsFlowersOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002622>	<http://www.wikidata.org/entity/Q4564065>	"Angophora hispida"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q14880733>	"Aeletes atomarius"^^<http://www.w3.org/2001/XMLSchema#string>	"interactsWith"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002437>	<http://www.wikidata.org/entity/Q156907>	"Fraxinus excelsior"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q14883951>	"Plegaderus nitidus"^^<http://www.w3.org/2001/XMLSchema#string>	"interactsWith"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002437>	<http://www.wikidata.org/entity/Q261309>	"Pinus monticola"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q14884635>	"Micropoecila cincta"^^<http://www.w3.org/2001/XMLSchema#string>	"eats"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002470>	<http://www.wikidata.org/entity/Q4564065>	"Angophora hispida"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q148860>	"Zelleria hepariella"^^<http://www.w3.org/2001/XMLSchema#string>	"eats"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002470>	<http://www.wikidata.org/entity/Q156907>	"Fraxinus excelsior"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q148860>	"Zelleria hepariella"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002454>	<http://www.wikidata.org/entity/Q156907>	"Fraxinus excelsior"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q148860>	"Zelleria hepariella"^^<http://www.w3.org/2001/XMLSchema#string>	"interactsWith"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002437>	<http://www.wikidata.org/entity/Q156907>	"Fraxinus excelsior"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q148860>	"Zelleria hepariella"^^<http://www.w3.org/2001/XMLSchema#string>	"parasiteOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002444>	<http://www.wikidata.org/entity/Q156907>	"Fraxinus excelsior"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q14888883>	"Gyrophaena joyi"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002454>	<http://www.wikidata.org/entity/Q156907>	"Fraxinus excelsior"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q14888883>	"Gyrophaena joyi"^^<http://www.w3.org/2001/XMLSchema#string>	"interactsWith"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002437>	<http://www.wikidata.org/entity/Q156907>	"Fraxinus excelsior"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q14890834>	"no name"^^<http://www.w3.org/2001/XMLSchema#string>	"interactsWith"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002437>	<http://www.wikidata.org/entity/Q156907>	"no name"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q14890834>	"Paromalus flavicornis"^^<http://www.w3.org/2001/XMLSchema#string>	"interactsWith"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002437>	<http://www.wikidata.org/entity/Q156907>	"Fraxinus excelsior"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q148911>	"Athelia rolfsii"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002454>	<http://www.wikidata.org/entity/Q165406>	"Saintpaulia ionantha"^^<http://www.w3.org/2001/XMLSchema#string>
