InputTerm,BestMatch,URI,Comment
alveoli caudal lobes lung,alveolus of lung,http://purl.obolibrary.org/obo/UBERON_0002299,
alveoli rt lung,alveolus of lung,http://purl.obolibrary.org/obo/UBERON_0002299,
anntennary gland,antennal gland,http://purl.obolibrary.org/obo/UBERON_0009963,
antennal gland,antennal gland,http://purl.obolibrary.org/obo/UBERON_0009963,
anterior chamber,anterior chamber of the eye,http://purl.obolibrary.org/obo/BTO_0002084,
anterior chamber - eye,anterior chamber of the eye,http://purl.obolibrary.org/obo/BTO_0002084,
anterior end,Anterior,http://purl.obolibrary.org/obo/NCIT_C25231,
anterior intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,
anterior intestine only,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,
anterior side rt pectoral fin,pectoral fin,http://purl.obolibrary.org/obo/UBERON_0000151,
1 of each pectoral fin,pectoral fin,http://purl.obolibrary.org/obo/UBERON_0000151,
ant sm intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,
aorta,aorta,http://purl.obolibrary.org/obo/UBERON_0000947,
aorta wall,aorta wall,http://purl.obolibrary.org/obo/UBERON_0004663,
appendix,Appendix,http://purl.obolibrary.org/obo/NCIT_C12380,
archinephric duct,nephric duct,http://purl.obolibrary.org/obo/UBERON_0009201,
arm muscle,muscle of arm,http://purl.obolibrary.org/obo/UBERON_0001499,
around eye,Skin Around the Eye,http://purl.obolibrary.org/obo/NCIT_C170599,
arterial circulation,blood circulation,http://purl.obolibrary.org/obo/GO_0008015,
arterie,artery,http://purl.obolibrary.org/obo/UBERON_0001637,
artery,artery,http://purl.obolibrary.org/obo/UBERON_0001637,
ascend,Ascend,http://purl.obolibrary.org/obo/NCIT_C61465,
ascend colon,colon ascendens,http://purl.obolibrary.org/obo/BTO_0000270,
at soil level,soil,http://purl.obolibrary.org/obo/ENVO_00001998,
axial musculature,axial musculature,http://purl.obolibrary.org/obo/UBERON_0013700,
axillary space,Axillary,http://purl.obolibrary.org/obo/NCIT_C13351,
back,back,http://purl.obolibrary.org/obo/PATO_0001901,
back muscle,muscle of back,http://purl.obolibrary.org/obo/UBERON_0002324,
basal,Basal,http://purl.obolibrary.org/obo/NCIT_C90067,
basal part,Basal,http://purl.obolibrary.org/obo/NCIT_C90067,
base dorsal fin,dorsal fin,http://purl.obolibrary.org/obo/BTO_0004650,
base of,base,http://purl.obolibrary.org/obo/CHEBI_22695,
base of aorta,aorta,http://purl.obolibrary.org/obo/UBERON_0000947,
aorta wall,aorta wall,http://purl.obolibrary.org/obo/UBERON_0004663,
base of pelvic fin,pelvic fin,http://purl.obolibrary.org/obo/UBERON_0000152,
below dorsal fin,dorsal fin,http://purl.obolibrary.org/obo/UBERON_0003097,
beneath bark of branche,"Bark, Root",http://purl.obolibrary.org/obo/NCIT_C79616,
between shell,shell,http://purl.obolibrary.org/obo/UBERON_0006612,
between skin,skin,http://purl.obolibrary.org/obo/BTO_0001253,
betw epicardium,epicardium,http://purl.obolibrary.org/obo/UBERON_0002348,
biceps jemari,biceps,http://purl.obolibrary.org/obo/BTO_0003178,
bilary,bile,http://purl.obolibrary.org/obo/UBERON_0001970,
bile ducts of liver,bile duct,http://purl.obolibrary.org/obo/UBERON_0002394,
biliary duct,biliary ductule,http://purl.obolibrary.org/obo/UBERON_0004058,
biliary tract,Biliary Tract,http://purl.obolibrary.org/obo/NCIT_C12678,
bird cloaca,cloaca,http://purl.obolibrary.org/obo/UBERON_0000162,
bladder mesentery,bladder,http://purl.obolibrary.org/obo/BTO_0000123,
bladder wall,bladder wall,http://purl.obolibrary.org/obo/BTO_0001462,
blind side of body,blind side,http://purl.obolibrary.org/obo/UBERON_2002256,
blood brachial vein,Brachial Vein,http://purl.obolibrary.org/obo/NCIT_C12883,
blood cell,blood cell,http://purl.obolibrary.org/obo/CL_0000081,
blood erythrocyte,erythrocyte,http://purl.obolibrary.org/obo/BTO_0000424,
blood- face capillarie,capillary blood,http://purl.obolibrary.org/obo/UBERON_0013757,
blood-juglar vein,jugular vein,http://purl.obolibrary.org/obo/UBERON_0004711,
blood jugular vein,jugular vein,http://purl.obolibrary.org/obo/BTO_0001744,
blood-jugular vein,jugular vein,http://purl.obolibrary.org/obo/UBERON_0004711,
blood- red cell,erythrocyte,http://purl.obolibrary.org/obo/BTO_0000424,
blood smear,Blood Smear,http://purl.obolibrary.org/obo/NCIT_C79903,
blood vessel,blood vessel,http://purl.obolibrary.org/obo/UBERON_0001981,
blood vessel of gut,abdomen blood vessel,http://purl.obolibrary.org/obo/UBERON_0003497,
blood vessels- lung,lung blood vessel,http://purl.obolibrary.org/obo/UBERON_0003512,
blood vessels of lung,lung blood vessel,http://purl.obolibrary.org/obo/UBERON_0003512,
blood vessel ventral,blood vessel,http://purl.obolibrary.org/obo/UBERON_0001981,
blubber,blubber,http://purl.obolibrary.org/obo/UBERON_0009754,
blubber - genital area,blubber,http://purl.obolibrary.org/obo/UBERON_0009754,
body betw,body,http://purl.obolibrary.org/obo/HAO_0000182,
body cav,Body Cavity,http://purl.obolibrary.org/obo/NCIT_C25444,
body cavity cyst,Body Cavity,http://purl.obolibrary.org/obo/NCIT_C25444,
body cavity encysted,Body Cavity,http://purl.obolibrary.org/obo/NCIT_C25444,
body cavity-gonad surface,Body Cavity,http://purl.obolibrary.org/obo/NCIT_C25444,
body cavity mesentery,Body Cavity,http://purl.obolibrary.org/obo/NCIT_C25444,
body cavity near intestine,abdominal cavity,http://purl.obolibrary.org/obo/UBERON_0003684,
body cavity near lung,Body Cavity,http://purl.obolibrary.org/obo/NCIT_C25444,
body cavity wash,Body Cavity,http://purl.obolibrary.org/obo/NCIT_C25444,
body in gill,internal gill,http://purl.obolibrary.org/obo/UBERON_0008892,
body of fish,Fish,http://purl.obolibrary.org/obo/NCIT_C14207,
body wall,body wall,http://purl.obolibrary.org/obo/UBERON_0000309,
body wall cyst,body wall,http://purl.obolibrary.org/obo/UBERON_0000309,
bowel serosa,serosa of colon,http://purl.obolibrary.org/obo/UBERON_0003335,
brachial artery,brachial artery,http://purl.obolibrary.org/obo/UBERON_0001398,
brachiocephalic artery,brachiocephalic artery,http://purl.obolibrary.org/obo/UBERON_0001529,
brain stem,brain stem,http://purl.obolibrary.org/obo/BTO_0000146,
brain tissue,neural tissue,http://purl.obolibrary.org/obo/UBERON_0003714,
brain ventricle,brain ventricle,http://purl.obolibrary.org/obo/UBERON_0004086,
branch in bark crack,"Bark, Stem",http://purl.obolibrary.org/obo/NCIT_C79617,
branchlet,branch,http://purl.obolibrary.org/obo/PO_0025073,
breast,breast,http://purl.obolibrary.org/obo/UBERON_0000310,
breast muscle,chest muscle,http://purl.obolibrary.org/obo/UBERON_0002426,
broken fragment,Fragment,http://purl.obolibrary.org/obo/NCIT_C48295,
bronchial lymph gland,bronchial lymph node,http://purl.obolibrary.org/obo/UBERON_0016481,
bronchial tube,bronchial tube,http://purl.obolibrary.org/obo/UBERON_3010524,
bronchi mucosa,bronchial mucosa,http://purl.obolibrary.org/obo/BTO_0001846,
bronchi mucosa birfurc,bronchial mucosa,http://purl.obolibrary.org/obo/UBERON_0000410,
bronchiole,bronchiole,http://purl.obolibrary.org/obo/UBERON_0002186,
bronchioli,bronchiole,http://purl.obolibrary.org/obo/UBERON_0002186,
bronchoile,bronchiole,http://purl.obolibrary.org/obo/UBERON_0002186,
bronchu,bronchus,http://purl.obolibrary.org/obo/UBERON_0002185,
broncial tube,bronchial tube,http://purl.obolibrary.org/obo/UBERON_3010524,
brood chamber,brood pouch,http://purl.obolibrary.org/obo/BTO_0006489,
brood pouch,brood pouch,http://purl.obolibrary.org/obo/BTO_0006489,
btw hide,hide,http://purl.obolibrary.org/obo/ENVO_02000053,
btw muscle,muscle,http://purl.obolibrary.org/obo/HAO_0000641,
btw rays of caudal fin,branched caudal fin ray,http://purl.obolibrary.org/obo/UBERON_2002062,
buccal cavity,Buccal Cavity,http://purl.obolibrary.org/obo/NCIT_C12504,
buccopharyngeal cavity,oral cavity,http://purl.obolibrary.org/obo/UBERON_0000167,
bud scale,bud scale leaf,http://purl.obolibrary.org/obo/PO_0020054,
bud-scale,bud scale leaf,http://purl.obolibrary.org/obo/PO_0020054,
bursa fabrici,bursa of Fabricius,http://purl.obolibrary.org/obo/UBERON_0003903,
bursa fabricii,bursa of Fabricius,http://purl.obolibrary.org/obo/UBERON_0003903,
caecae,caecum,http://purl.obolibrary.org/obo/UBERON_0001153,
caecal junction,ileocecal junction,http://purl.obolibrary.org/obo/UBERON_0001073,
caecum mucosa,cecum mucosa,http://purl.obolibrary.org/obo/UBERON_0000314,
calvarium-dorsal sag,calvarium,http://purl.obolibrary.org/obo/BTO_0001328,
calvarium-in brain,calvarium,http://purl.obolibrary.org/obo/BTO_0001328,
carcasse,carcass,http://purl.obolibrary.org/obo/UBERON_0008979,
cardiac cavity,cavity of cardiac chamber,http://purl.obolibrary.org/obo/UBERON_0035763,
cardiac gland in stomach,cardiac gastric gland,http://purl.obolibrary.org/obo/UBERON_0008859,
cardiac muscle,cardiac muscle,http://purl.obolibrary.org/obo/BTO_0000199,
cardiac stomach,cardiac stomach,http://purl.obolibrary.org/obo/UBERON_0008250,
cardiovascularsystem,Cardiovascular,http://purl.obolibrary.org/obo/NCIT_C25292,
carotid,carotid body,http://purl.obolibrary.org/obo/BTO_0000204,
carotid arterie,carotid artery,http://purl.obolibrary.org/obo/BTO_0000168,
carotid artery,carotid artery,http://purl.obolibrary.org/obo/BTO_0000168,
carton,Carton,http://purl.obolibrary.org/obo/NCIT_C43182,
caudal,Caudal,http://purl.obolibrary.org/obo/NCIT_C73851,
caudal extremity of last abdominal segment,abdominal segment,http://purl.obolibrary.org/obo/HAO_0000016,
caudal fin,caudal fin,http://purl.obolibrary.org/obo/UBERON_4000164,
caudal peduncle,caudal peduncle,http://purl.obolibrary.org/obo/UBERON_2000178,
caudal spine,caudal vertebra,http://purl.obolibrary.org/obo/UBERON_0001095,
ceaca,caecum,http://purl.obolibrary.org/obo/UBERON_0001153,
ceacum,caecum,http://purl.obolibrary.org/obo/UBERON_0001153,
cecum ulcer,"Cecum Ulcer, CTCAE",http://purl.obolibrary.org/obo/NCIT_C57133,
cecum wall,cecum,http://purl.obolibrary.org/obo/BTO_0000166,
cell culture,cell culture,http://purl.obolibrary.org/obo/BTO_0000214,
cervical cord,cervical spinal cord,http://purl.obolibrary.org/obo/UBERON_0002726,
cheek,cheek,http://purl.obolibrary.org/obo/UBERON_0001567,
chelae,chela,http://purl.obolibrary.org/obo/HAO_0001183,
chest,chest,http://purl.obolibrary.org/obo/UBERON_0001443,
chest cav,thoracic cavity,http://purl.obolibrary.org/obo/UBERON_0002224,
chicken egg,shelled egg,http://purl.obolibrary.org/obo/UBERON_0007379,
choroid layer of eye,choroidal cell of the eye,http://purl.obolibrary.org/obo/CL_0000348,
chyle,chyle,http://purl.obolibrary.org/obo/UBERON_0000911,
circulatory system,circulatory system,http://purl.obolibrary.org/obo/UBERON_0001009,
claw joint,claw,http://purl.obolibrary.org/obo/BTO_0001719,
cloacal bursa,cloacal bursa,http://purl.obolibrary.org/obo/UBERON_0011510,
cloacal region,Perivesical Region,http://purl.obolibrary.org/obo/NCIT_C178003,
cloac,cloaca,http://purl.obolibrary.org/obo/UBERON_0000162,
clothing,Clothing,http://purl.obolibrary.org/obo/NCIT_C86930,
coelomic cavity encysted,coelom,http://purl.obolibrary.org/obo/UBERON_0011997,
coelom wall,coelom,http://purl.obolibrary.org/obo/UBERON_0011997,
coelom wall cyst,coelomic epithelium,http://purl.obolibrary.org/obo/UBERON_0005891,
coelom wall,coelom,http://purl.obolibrary.org/obo/UBERON_0011997,
colon lumen,lumen of colon,http://purl.obolibrary.org/obo/UBERON_0007159,
colon mesentery,mesentery of colon,http://purl.obolibrary.org/obo/UBERON_0003396,
colon mucosa,colonic mucosa,http://purl.obolibrary.org/obo/UBERON_0000317,
colon wall,Colon Wall,http://purl.obolibrary.org/obo/NCIT_C176315,
cone scale,cone,http://purl.obolibrary.org/obo/BTO_0000280,
conidiomata,conidiophore,http://purl.obolibrary.org/obo/FAO_0000043,
conjuctival sac,conjunctival sac,http://purl.obolibrary.org/obo/UBERON_0005908,
conjunctiva,conjunctiva,http://purl.obolibrary.org/obo/HAO_0000221,
conjunctiva of eye,Conjunctiva of Right Eye,http://purl.obolibrary.org/obo/NCIT_C192916,
connective tissue,connective tissue,http://purl.obolibrary.org/obo/UBERON_0002384,
connective tissue encysted,connective tissue,http://purl.obolibrary.org/obo/UBERON_0002384,
connective tissue in neck,neck connective tissue,http://purl.obolibrary.org/obo/UBERON_0003568,
connective tissue-knee,knee connective tissue,http://purl.obolibrary.org/obo/UBERON_0003577,
connective tissue of neck,neck connective tissue,http://purl.obolibrary.org/obo/UBERON_0003568,
connective tissue-throat,Laryngeal Connective Tissue,http://purl.obolibrary.org/obo/NCIT_C49245,
connective tissue under skin,connective tissue,http://purl.obolibrary.org/obo/UBERON_0002384,
coxae,coxa,http://purl.obolibrary.org/obo/HAO_0000228,
crainal mesentery,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,
cranial cavity,cranial cavity,http://purl.obolibrary.org/obo/UBERON_0013411,
cranial mesent,Cranial,http://purl.obolibrary.org/obo/NCIT_C37936,
cranial mesenteric artery,mesenteric artery,http://purl.obolibrary.org/obo/UBERON_0005616,
cranial sinuse,dural venous sinus,http://purl.obolibrary.org/obo/NCIT_C102627,
cranium,cranium,http://purl.obolibrary.org/obo/UBERON_0003128,
crop,crop,http://purl.obolibrary.org/obo/UBERON_0007356,
crop wall encysted,crop,http://purl.obolibrary.org/obo/UBERON_0007356,
culm,stem,http://purl.obolibrary.org/obo/PO_0009047,
culm base,stem base,http://purl.obolibrary.org/obo/PO_0008039,
culm esp surrounding internode,stem internode,http://purl.obolibrary.org/obo/PO_0020142,
cupule,cupula,http://purl.obolibrary.org/obo/HAO_0000238,
cupule spine,cupula,http://purl.obolibrary.org/obo/HAO_0000238,
cutaenous muscl,cutaneous muscle,http://purl.obolibrary.org/obo/UBERON_0006821,
cutting,cut,http://purl.obolibrary.org/obo/ENVO_00000474,
cysts in lower intestine,Foregut Cyst,http://purl.obolibrary.org/obo/NCIT_C82984,
d colon,colon,http://purl.obolibrary.org/obo/UBERON_0001155,
deep fat tissue,adipose tissue,http://purl.obolibrary.org/obo/UBERON_0001013,
desc colon,descending colon,http://purl.obolibrary.org/obo/UBERON_0001158,
descend colon,descending colon,http://purl.obolibrary.org/obo/UBERON_0001158,
descending colon,descending colon,http://purl.obolibrary.org/obo/UBERON_0001158,
diaphragm,diaphragm,http://purl.obolibrary.org/obo/UBERON_0001103,
diaphragmantic lobe,Diaphragm,http://purl.obolibrary.org/obo/NCIT_C12702,
digestive galnd,digestive system gland,http://purl.obolibrary.org/obo/UBERON_0006925,
digestive gland cyst,digestive system gland,http://purl.obolibrary.org/obo/UBERON_0006925,
digestive system,digestive system,http://purl.obolibrary.org/obo/UBERON_0001007,
digestive tract,digestive tract,http://purl.obolibrary.org/obo/UBERON_0001555,
disc,disc,http://purl.obolibrary.org/obo/BTO_0000351,
distal gill filament,gill filament,http://purl.obolibrary.org/obo/UBERON_0009120,
dog's drinking water,drinking water,http://purl.obolibrary.org/obo/ENVO_00003064,
dome of liver,liver,http://purl.obolibrary.org/obo/UBERON_0002107,
dorsal,Dorsal,http://purl.obolibrary.org/obo/NCIT_C45874,
dorsal aorta,dorsal aorta,http://purl.obolibrary.org/obo/UBERON_0005805,
dorsal aorta aneurism,Aortic Aneurysm,http://purl.obolibrary.org/obo/NCIT_C26697,
dorsal fin,dorsal fin,http://purl.obolibrary.org/obo/BTO_0004650,
dorsal surface,Dorsal,http://purl.obolibrary.org/obo/NCIT_C45874,
dorsum,dorsum,http://purl.obolibrary.org/obo/UBERON_0001137,
dorsum dorsal fin,dorsal fin,http://purl.obolibrary.org/obo/UBERON_0003097,
double colon,colon,http://purl.obolibrary.org/obo/UBERON_0001155,
duodenal ampulla,duodenal ampulla,http://purl.obolibrary.org/obo/UBERON_0013644,
duodenum mucosa,duodenal mucosa,http://purl.obolibrary.org/obo/UBERON_0000320,
duodneum,duodenum,http://purl.obolibrary.org/obo/UBERON_0002114,
dura mater,dura mater,http://purl.obolibrary.org/obo/UBERON_0002363,
each,Each,http://purl.obolibrary.org/obo/NCIT_C64933,
ear external,external ear,http://purl.obolibrary.org/obo/UBERON_0001691,
egg-bearing pleopods lobster,Lobster,http://purl.obolibrary.org/obo/NCIT_C71639,
egg white of egg,egg white,http://purl.obolibrary.org/obo/BTO_0000370,
el esporangio,sporangium,http://purl.obolibrary.org/obo/PO_0025094,
el fruto,fruit,http://purl.obolibrary.org/obo/PO_0009001,
el néctar,nectar,http://purl.obolibrary.org/obo/BTO_0000537,
el polen,pollen,http://purl.obolibrary.org/obo/PO_0025281,
el pulmón,lung,http://purl.obolibrary.org/obo/UBERON_0002048,
el sistema digestivo,digestive system,http://purl.obolibrary.org/obo/UBERON_0001007,
el tallo,Elekta Xio,http://purl.obolibrary.org/obo/NCIT_C105678,
encysted in gill,gill,http://purl.obolibrary.org/obo/UBERON_0002535,
encysted outer gill arch,gill arch,http://purl.obolibrary.org/obo/BTO_0002152,
endocardium heart atrium,endocardium of atrium,http://purl.obolibrary.org/obo/UBERON_0002166,
epiglotti,Epiglottitis,http://purl.obolibrary.org/obo/NCIT_C116007,
epithe,epithelium,http://purl.obolibrary.org/obo/UBERON_0000483,
epithelia,epithelium,http://purl.obolibrary.org/obo/UBERON_0000483,
epithelial cell,epithelial cell,http://purl.obolibrary.org/obo/CL_0000066,
epithelium,epithelium,http://purl.obolibrary.org/obo/UBERON_0000483,
erythrocyte,erythrocyte,http://purl.obolibrary.org/obo/BTO_0000424,
esophageal,Esophageal,http://purl.obolibrary.org/obo/NCIT_C37950,
esophageal cyst,Esophageal Cyst,http://purl.obolibrary.org/obo/NCIT_C3026,
esophageal lining,Esophageal,http://purl.obolibrary.org/obo/NCIT_C37950,
esophageal mucosa,esophageal mucosa,http://purl.obolibrary.org/obo/BTO_0002859,
esophageal nodule,Esophageal,http://purl.obolibrary.org/obo/NCIT_C37950,
esophageal tumor,Esophageal Carcinoma,http://purl.obolibrary.org/obo/NCIT_C3513,
esophagus tumor,Esophageal Carcinoma,http://purl.obolibrary.org/obo/NCIT_C3513,
esophageal wall,wall of esophagus,http://purl.obolibrary.org/obo/UBERON_0001096,
esophagu,esophagus,http://purl.obolibrary.org/obo/UBERON_0001043,
esophagus encysted,esophagus,http://purl.obolibrary.org/obo/UBERON_0001043,
esophagus nodule,esophagus,http://purl.obolibrary.org/obo/UBERON_0001043,
esophagus wall,wall of esophagus,http://purl.obolibrary.org/obo/UBERON_0001096,
esoph,esophagus,http://purl.obolibrary.org/obo/UBERON_0001043,
esp margin,margin,http://purl.obolibrary.org/obo/HAO_0000510,
eustachian tube,Eustachian Tube,http://purl.obolibrary.org/obo/NCIT_C12500,
excretory bladder,bladder,http://purl.obolibrary.org/obo/BTO_0000123,
exterior,External,http://purl.obolibrary.org/obo/NCIT_C44280,
external- side,External,http://purl.obolibrary.org/obo/NCIT_C44280,
external surface,Internal Surface,http://purl.obolibrary.org/obo/NCIT_C187055,
extrapallial btw mantle,mantle,http://purl.obolibrary.org/obo/UBERON_0006575,
extreme post,Extreme,http://purl.obolibrary.org/obo/NCIT_C102844,
eye anterior chamber,anterior chamber of the eye,http://purl.obolibrary.org/obo/BTO_0002084,
eyeball,eyeball,http://purl.obolibrary.org/obo/UBERON_0010230,
eye len,lens of camera-type eye,http://purl.obolibrary.org/obo/UBERON_0000965,
eye lense,lens of camera-type eye,http://purl.obolibrary.org/obo/UBERON_0000965,
eyelid inside lower,lower eyelid,http://purl.obolibrary.org/obo/UBERON_0001713,
eye orbit,facial orbit,http://purl.obolibrary.org/obo/HAO_0000318,
eye right,right eye,http://purl.obolibrary.org/obo/UBERON_0004549,
eye surface,surface of eyeball,http://purl.obolibrary.org/obo/UBERON_0022288,
eye-vitreous humor,vitreous humor,http://purl.obolibrary.org/obo/UBERON_0001797,
eye- vitreous humour,vitreous humor,http://purl.obolibrary.org/obo/UBERON_0001797,
faggot,Faggot Cell,http://purl.obolibrary.org/obo/NCIT_C37052,
fascia,fascia,http://purl.obolibrary.org/obo/UBERON_0008982,
fascia of hind leg,fascia,http://purl.obolibrary.org/obo/UBERON_0008982,
fascia of neck,cervical fascia,http://purl.obolibrary.org/obo/UBERON_0013491,
fat,adipose tissue,http://purl.obolibrary.org/obo/UBERON_0001013,
fat surrounding caeca,visceral fat,http://purl.obolibrary.org/obo/UBERON_0035818,
f cheek below lt eye,cheek,http://purl.obolibrary.org/obo/UBERON_0001567,
fcheek under lt eye,cheek,http://purl.obolibrary.org/obo/UBERON_0001567,
fecal,fecal material,http://purl.obolibrary.org/obo/ENVO_00002003,
feces culture,feces,http://purl.obolibrary.org/obo/UBERON_0001988,
fence post,fence,http://purl.obolibrary.org/obo/ENVO_01000468,
fetu,Ferric,http://purl.obolibrary.org/obo/NCIT_C68258,
fin,fin,http://purl.obolibrary.org/obo/UBERON_0008897,
first gill arch,gill arch,http://purl.obolibrary.org/obo/BTO_0002152,
flank,Flank,http://purl.obolibrary.org/obo/NCIT_C93028,
f left pect fin,pectoral fin,http://purl.obolibrary.org/obo/UBERON_0000151,
flesh cyst,cyst,http://purl.obolibrary.org/obo/BTO_0000320,
flesh of dorsal fin,dorsal fin,http://purl.obolibrary.org/obo/UBERON_0003097,
flower bud pollen,pollen,http://purl.obolibrary.org/obo/BTO_0001097,
flower head,flower,http://purl.obolibrary.org/obo/PO_0009046,
flower pollen,pollen,http://purl.obolibrary.org/obo/BTO_0001097,
flower stem,flower stalk,http://purl.obolibrary.org/obo/BTO_0002244,
f lt side@mouth,Mouth Part,http://purl.obolibrary.org/obo/NCIT_C13021,
foliage,leaf,http://purl.obolibrary.org/obo/PO_0025034,
fore leg,fore leg,http://purl.obolibrary.org/obo/HAO_0000349,
forelege,foreleg,http://purl.obolibrary.org/obo/BTO_0006514,
forelimb,forelimb,http://purl.obolibrary.org/obo/UBERON_0002102,
forestomach,forestomach,http://purl.obolibrary.org/obo/BTO_0000480,
forhead,head,http://purl.obolibrary.org/obo/UBERON_0000033,
free in abdomen,abdomen,http://purl.obolibrary.org/obo/UBERON_0000916,
frontal sinu,frontal sinus,http://purl.obolibrary.org/obo/UBERON_0001760,
frontal sinuse,frontal sinus,http://purl.obolibrary.org/obo/UBERON_0001760,
front leg,leg,http://purl.obolibrary.org/obo/UBERON_0000978,
f rt side dors fin,fin,http://purl.obolibrary.org/obo/UBERON_0008897,
f rt side near mouth,lateral suspensor of the mouth,http://purl.obolibrary.org/obo/HAO_0000489,
fruit crack,fruit,http://purl.obolibrary.org/obo/PO_0009001,
fruit kernel,fruit,http://purl.obolibrary.org/obo/PO_0009001,
fruit sepal end,fruit proximal end,http://purl.obolibrary.org/obo/PO_0008002,
fruit stalk,fruit,http://purl.obolibrary.org/obo/PO_0009001,
f tongue,tongue,http://purl.obolibrary.org/obo/UBERON_0001723,
fundic stomach,fundus of stomach,http://purl.obolibrary.org/obo/UBERON_0001160,
gall baldder,gallbladder,http://purl.obolibrary.org/obo/UBERON_0002110,
gallbaldder,gallbladder,http://purl.obolibrary.org/obo/UBERON_0002110,
gall blad,gallbladder,http://purl.obolibrary.org/obo/UBERON_0002110,
gall duct,bile duct,http://purl.obolibrary.org/obo/UBERON_0002394,
gas bladder,gas bladder,http://purl.obolibrary.org/obo/BTO_0002148,
gastric,Gastric,http://purl.obolibrary.org/obo/NCIT_C13307,
gastric caeca,gastric cecum,http://purl.obolibrary.org/obo/BTO_0006299,
gastric ceaca,gastric cecum,http://purl.obolibrary.org/obo/BTO_0006299,
gastric ceca,gastric cecum,http://purl.obolibrary.org/obo/BTO_0006299,
gastric diverticula,Gastric Diverticulitis,http://purl.obolibrary.org/obo/NCIT_C53647,
gastric mucosa,gastric mucosa,http://purl.obolibrary.org/obo/BTO_0001308,
gastric musclature,stomach smooth muscle,http://purl.obolibrary.org/obo/UBERON_0004222,
gastric omentum,omentum,http://purl.obolibrary.org/obo/UBERON_0003688,
gastric ulcer,gastric ulcer,http://purl.obolibrary.org/obo/BTO_0002990,
gastro-splenic ligament,gastro-splenic ligament,http://purl.obolibrary.org/obo/UBERON_0004686,
genital apparatu,reproductive system,http://purl.obolibrary.org/obo/UBERON_0000990,
genital duct,reproductive system,http://purl.obolibrary.org/obo/UBERON_0000990,
genital tract,reproductive system,http://purl.obolibrary.org/obo/UBERON_0000990,
gill arch,gill arch,http://purl.obolibrary.org/obo/BTO_0002152,
gill arche,gill arch,http://purl.obolibrary.org/obo/BTO_0002152,
gill arches encysted,gill arch,http://purl.obolibrary.org/obo/BTO_0002152,
gill branch,gill,http://purl.obolibrary.org/obo/UBERON_0002535,
gill cavity,gill,http://purl.obolibrary.org/obo/UBERON_0002535,
gill cavity musculature,gill,http://purl.obolibrary.org/obo/UBERON_0002535,
gill chamber,gill,http://purl.obolibrary.org/obo/UBERON_0002535,
gill chamber-stom regurgitated,gill,http://purl.obolibrary.org/obo/UBERON_0002535,
gill circulatory system,gill,http://purl.obolibrary.org/obo/UBERON_0002535,
gill connective tissue,gill,http://purl.obolibrary.org/obo/UBERON_0002535,
gill filaments encysted,gill filament,http://purl.obolibrary.org/obo/UBERON_0009120,
gill lamellae,gill lamella,http://purl.obolibrary.org/obo/UBERON_2000211,
gill mantle,mantle,http://purl.obolibrary.org/obo/BTO_0000825,
gill opening encysted,gill opening,http://purl.obolibrary.org/obo/UBERON_2002057,
gill raker,gill raker,http://purl.obolibrary.org/obo/BTO_0002149,
gills betw,gill,http://purl.obolibrary.org/obo/UBERON_0002535,
gills encysted,gill,http://purl.obolibrary.org/obo/UBERON_0002535,
gill septal canal-gill lamella,gill lamella,http://purl.obolibrary.org/obo/UBERON_2000211,
gill slit,gill opening,http://purl.obolibrary.org/obo/UBERON_2002057,
gills mucus mem branchial cav,gill,http://purl.obolibrary.org/obo/UBERON_0002535,
gills secondary lamellae,gill lamella,http://purl.obolibrary.org/obo/UBERON_2000211,
gills-secondary lamellae,gill lamella,http://purl.obolibrary.org/obo/UBERON_2000211,
gills top of gill arche,gill arch,http://purl.obolibrary.org/obo/BTO_0002152,
gill vessle,gill,http://purl.obolibrary.org/obo/UBERON_0002535,
gill washing,gill,http://purl.obolibrary.org/obo/UBERON_0002535,
girdle,appendage girdle region,http://purl.obolibrary.org/obo/UBERON_0007823,
g i tract,digestive tract,http://purl.obolibrary.org/obo/UBERON_0001555,
gi tract cyst,cyst,http://purl.obolibrary.org/obo/BTO_0000320,
gizzard fat,gizzard,http://purl.obolibrary.org/obo/UBERON_0005052,
gizzard fistula,gizzard,http://purl.obolibrary.org/obo/UBERON_0005052,
gizzard lining,gizzard,http://purl.obolibrary.org/obo/UBERON_0005052,
gizzard lumen,gizzard,http://purl.obolibrary.org/obo/UBERON_0005052,
gizzard muscle,gizzard smooth muscle,http://purl.obolibrary.org/obo/UBERON_0011903,
gizzard under lining,gizzard,http://purl.obolibrary.org/obo/UBERON_0005052,
gizzard wall,gizzard,http://purl.obolibrary.org/obo/UBERON_0005052,
glandular gastric mucosa,gastric mucosa,http://purl.obolibrary.org/obo/BTO_0001308,
glandular hair,plant glandular hair,http://purl.obolibrary.org/obo/BTO_0005530,
glotti,glottis,http://purl.obolibrary.org/obo/UBERON_0002486,
gonad,gonad,http://purl.obolibrary.org/obo/UBERON_0000991,
gonads teste,gonad,http://purl.obolibrary.org/obo/UBERON_0000991,
groin tumor,groin,http://purl.obolibrary.org/obo/BTO_0003358,
groups of synnemata,synnemata,,
gum,Dietary Gum,http://purl.obolibrary.org/obo/NCIT_C68500,
