?parasiteX_WD	?parasiteName	?intxn1Label	?allelopathX_WD	?allelopathName	?intxn2Label	?agriCrop_WD	?agriCropName	?intxn3Label	?study1_DOI	?study2_DOI	?study3_DOI
<http://www.wikidata.org/entity/Q3837959>	"Nectria coccinea"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q59565255>	"Cryptococcus fagi"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q25403>	"Beech"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.5962/bhl.title.85555"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q3915697>	"Trichoderma viride"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q10887953>	"Brachiaria brizantha"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q11575>	"Zea mays L."^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.1002/ps.6261"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q41793778>	"Pithomyces chartarum"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q10887953>	"Brachiaria brizantha"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q11575>	"Zea mays L."^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.1002/ps.6261"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q41793778>	"Pithomyces chartarum"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q15240093>	"Desmodium intortum"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q11575>	"Zea mays"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.1016/j.cropro.2006.01.008"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q41793778>	"Pithomyces chartarum"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q15240093>	"Desmodium intortum"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q11575>	"Zea mays L."^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.1002/ps.6261"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q41793778>	"Pithomyces chartarum"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q15509798>	"Brachiaria decumbens"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q11575>	"Zea mays L."^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.1002/ps.6261"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q4675279>	"Acrobasis tricolorella"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q107627618>	"Dibotryon morbosum"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q190545>	"Cherry"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.5962/bhl.title.85555"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q4675279>	"Acrobasis tricolorella"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q107627618>	"Dibotryon morbosum"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q44120>	"Plum"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.5962/bhl.title.85555"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q4786946>	"Archips micaceana"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q190505>	"Cuscuta"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q36050>	"Salix"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.5962/bhl.title.85827"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q49630882>	"Neonectria faginata"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q59565255>	"Cryptococcus fagi"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q25403>	"Beech"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.5962/bhl.title.85555"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q5063975>	"Cercospora apii"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q10887953>	"Brachiaria brizantha"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q11575>	"Zea mays L."^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.1002/ps.6261"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q5063991>	"Cercospora fusimaculans"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q10887953>	"Brachiaria brizantha"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q11575>	"Zea mays L."^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.1002/ps.6261"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q5063991>	"Cercospora fusimaculans"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q15509403>	"Brachiaria ruziziensis"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q11575>	"Zea mays L."^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.1002/ps.6261"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q5063991>	"Cercospora fusimaculans"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q15509798>	"Brachiaria decumbens"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q11575>	"Zea mays L."^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.1002/ps.6261"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q5124957>	"Cladosporium cladosporioides"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q15487737>	"Desmodium uncinatum"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q11575>	"Zea mays"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.1016/j.cropro.2006.01.008"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q5196117>	"Curvularia trifolii"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q15509403>	"Brachiaria ruziziensis"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q11575>	"Zea mays L."^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.1002/ps.6261"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q5414944>	"Euzophera semifuneralis"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q107627618>	"Dibotryon morbosum"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q190545>	"Cherry"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.5962/bhl.title.85555"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q5414944>	"Euzophera semifuneralis"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q107627618>	"Dibotryon morbosum"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q44120>	"Plum"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.5962/bhl.title.85555"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q5509912>	"Fusarium proliferatum"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q10887953>	"Brachiaria brizantha"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q11575>	"Zea mays L."^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.1002/ps.6261"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q6528406>	"Leptosphaerulina trifolii"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q10887953>	"Brachiaria brizantha"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q11575>	"Zea mays L."^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.1002/ps.6261"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q6948534>	"Myrothecium roridum"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q628493>	"Meloidogyne incognita"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q1137540>	"Kenaf"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.5962/bhl.title.85555"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q7086373>	"Olene mendosa"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q66501499>	"Loranthus"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q80024>	"Citrus grandis"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.5962/bhl.title.85827"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q80936789>	"Colletotrichum graminicola"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q10887953>	"Brachiaria brizantha"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q11575>	"Zea mays L."^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.1002/ps.6261"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q80936789>	"Colletotrichum graminicola"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q15509798>	"Brachiaria decumbens"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q11575>	"Zea mays L."^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.1002/ps.6261"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q84822892>	"Sphaerellopsis filum"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q1310367>	"Puccinia coronata"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q161722>	"Lolium perenne"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.5962/bhl.title.85562"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q84822892>	"Sphaerellopsis filum"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q1342327>	"Puccinia graminis"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q161674>	"Hordeum murinum"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.5962/bhl.title.85562"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q84822892>	"Sphaerellopsis filum"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q1342327>	"Puccinia graminis"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q161735>	"Dactylis glomerata"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.5962/bhl.title.85562"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q84822892>	"Sphaerellopsis filum"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q1342327>	"Puccinia graminis"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q4118139>	"Agropyron desertorum"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.5962/bhl.title.85562"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q84822892>	"Sphaerellopsis filum"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q1342327>	"Puccinia graminis"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q87639089>	"Poa canbyi"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.5962/bhl.title.85562"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q84822892>	"Sphaerellopsis filum"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q1342327>	"Puccinia graminis"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q87639089>	"Poa secunda"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.5962/bhl.title.85562"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q84831668>	"Exserohilum rostratum"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q15509403>	"Brachiaria ruziziensis"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q11575>	"Zea mays L."^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.1002/ps.6261"^^<http://www.w3.org/2001/XMLSchema#string>	
<http://www.wikidata.org/entity/Q84855053>	"Phoma sorghina"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q15509798>	"Brachiaria decumbens"^^<http://www.w3.org/2001/XMLSchema#string>	"allelopathOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://www.wikidata.org/entity/Q11575>	"Zea mays L."^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>		"10.1002/ps.6261"^^<http://www.w3.org/2001/XMLSchema#string>	
